src/ui/ArchitectScreen.jsx:1074	w-full rounded-lg py-2 text-xs font-bold
src/ui/ArchitectScreen.jsx:1074	← Anderer Bauplan
src/ui/ArchitectScreen.jsx:1080	↔ Gebäude umstellen
src/ui/ArchitectScreen.jsx:1081	Nichts bauen · Fortfahren →
src/ui/ArchitectScreen.jsx:1084	w-full rounded-lg py-2 text-xs font-bold
src/ui/ArchitectScreen.jsx:1084	Nichts bauen · Fortfahren →
src/ui/ArchitectScreen.jsx:1088	Abbrechen
src/ui/ArchitectScreen.jsx:1089	⬆ Aufwerten bestätigen
src/ui/ArchitectScreen.jsx:1092	w-full rounded-lg py-2 text-xs font-bold
src/ui/ArchitectScreen.jsx:1092	← Zurück
src/ui/ArchitectScreen.jsx:1097	⟳ Drehen
src/ui/ArchitectScreen.jsx:1099	Diese Form lässt sich nicht drehen (belegt eine ganze Segment-Zeile bzw. ist symmetrisch).
src/ui/ArchitectScreen.jsx:1100	⟳ nicht drehbar
src/ui/ArchitectScreen.jsx:1102	✓ Bestätigen · Durchlauf starten
src/ui/ArchitectScreen.jsx:1115	w-[9px] h-[9px] rounded-full inline-block
src/ui/ArchitectScreen.jsx:1117	Legendär
src/ui/ArchitectScreen.jsx:1130	Antippen zeigt am Brett, wo es liegt — und umgekehrt.
src/ui/ArchitectScreen.jsx:1140	w-[8px] h-[8px] rounded-full inline-block
src/ui/ArchitectScreen.jsx:1142	Legendär
src/ui/ArchitectScreen.jsx:1154	Vorschau & Brett-Status
src/ui/ArchitectScreen.jsx:1160	Vorschau
src/ui/ArchitectScreen.jsx:1160	passt hier nicht
src/ui/ArchitectScreen.jsx:1162	Σ Wert
src/ui/ArchitectScreen.jsx:1163	Formationen
src/ui/ArchitectScreen.jsx:1169	Struktur-Bonus
src/ui/ArchitectScreen.jsx:1170	Σ Kartenwert
src/ui/ArchitectScreen.jsx:1171	Baufeld belegt
src/ui/ArchitectScreen.jsx:1172	Häuserzeilen
src/ui/ArchitectScreen.jsx:1189	Bauplan
src/ui/ArchitectScreen.jsx:1196	text-xl font-extrabold tabular-nums mt-0.5
src/ui/ArchitectScreen.jsx:1222	Voll-Katalog (Dev): Kategorie → Familie → Stufe. Ein Bau pro Phase (danach Verschieben/Bestätigen).
src/ui/ArchitectScreen.jsx:1247	font-semibold text-sm
src/ui/ArchitectScreen.jsx:1250	▲ Stufe
src/ui/ArchitectScreen.jsx:1250	▼ Stufe
src/ui/Battlefield.jsx:107	Gewonnen
src/ui/Battlefield.jsx:108	Gleichstand → Sieg
src/ui/Battlefield.jsx:109	Verloren
src/ui/Battlefield.jsx:110	Gleichstand
src/ui/Battlefield.jsx:148	Gottgleich
src/ui/Battlefield.jsx:149	Irre
src/ui/Battlefield.jsx:151	Brutal
src/ui/Battlefield.jsx:153	Stark
src/ui/Battlefield.jsx:169	Lawine
src/ui/Battlefield.jsx:172	Gönn dir
src/ui/Battlefield.jsx:252	"Helvetica Neue", Arial, sans-serif
src/ui/Battlefield.jsx:359	as-flip3d-face as-flip3d-back
src/ui/Battlefield.jsx:360	as-flip3d-face as-flip3d-front
src/ui/Battlefield.jsx:758	Gewonnen · Kritisch
src/ui/Battlefield.jsx:948	Formation
src/ui/Battlefield.jsx:1099	0 && nowMs - (bigCoolRef.current[toShow.text] || 0)
src/ui/Battlefield.jsx:1533	Kritisch!
src/ui/Battlefield.jsx:1543	Gegner
src/ui/Battlefield.jsx:1652	text-lg font-extrabold tracking-wide uppercase
src/ui/Battlefield.jsx:1654	Bereit — starte den Autobattler
src/ui/BuildPanel.jsx:11	rounded-xl p-4 as-panel as-panel-deck
src/ui/BuildPanel.jsx:17	Noch keine Perks. In manchen Durchläufen wählst du einen dazu.
src/ui/BuildSummary.jsx:13	Skill
src/ui/BuildSummary.jsx:29	Kapital:
src/ui/BuildSummary.jsx:31	· Zinssatz
src/ui/BuildSummary.jsx:35	Auszahlung bei Erfolg:
src/ui/BuildSummary.jsx:39	Siege dieser Durchlauf:
src/ui/BuildSummary.jsx:41	· Hürde genommen
src/ui/BuildSummary.jsx:41	· sonst Crash
src/ui/BuildSummary.jsx:49	Noch keine Perks.
src/ui/BuildSummary.jsx:125	Noch keine Skills.
src/ui/BuildSummary.jsx:157	text-xs leading-snug mt-1.5
src/ui/BuildSummary.jsx:186	w-8 shrink-0 text-[10px] font-bold leading-none pb-0.5
src/ui/BuildSummary.jsx:207	Werte über 10 (violett) überbieten jede Gegnerkarte.
src/ui/BuildSummary.jsx:232	w-2 h-2 rounded-full shrink-0
src/ui/BuildSummary.jsx:233	w-8 shrink-0 font-bold leading-none
src/ui/Card.jsx:103	text-5xl font-bold card-num
src/ui/Card.jsx:103	"Helvetica Neue", Arial, sans-serif
src/ui/Card.jsx:120	text-[9px] font-bold mt-0.5
src/ui/Card.jsx:125	Grün (reif) — Teil des Farbblocks
src/ui/Card.jsx:146	rounded-full transition-all
src/ui/CardDetail.jsx:25	Karte antippen für Rolle & Modifikatoren …
src/ui/CardDetail.jsx:49	font-bold text-sm
src/ui/CardDetail.jsx:53	Rollen:
src/ui/CardDetail.jsx:77	Formationen:
src/ui/CardDetail.jsx:81	(Mitglied)
src/ui/CardDetail.jsx:88	Ionisierung:
src/ui/CardDetail.jsx:100	Ausgewachsen
src/ui/CardDetail.jsx:100	Grün (reif)
src/ui/CardDetail.jsx:100	Setzling
src/ui/CardDetail.jsx:106	Pflanze:
src/ui/CardDetail.jsx:110	(×2 Form.)
src/ui/CardDetail.jsx:119	Feuer:
src/ui/CardDetail.jsx:127	🏗 Gebäude:
src/ui/CardDetail.jsx:132	keine direkte Wirkung an dieser Karte
src/ui/CardGrid.jsx:19	Kraft
src/ui/CardGrid.jsx:19	Score
src/ui/CardGrid.jsx:19	Crit
src/ui/CardGrid.jsx:19	Serie
src/ui/CardGrid.jsx:19	Formation
src/ui/CardGrid.jsx:19	Joker
src/ui/CardGrid.jsx:54	0) || same(down + 1, down
src/ui/CardGrid.jsx:136	Teil einer aktiven Gletscher-Formation (2D)
src/ui/CardGrid.jsx:138	Grün (reif) — zählt für den Farbblock
src/ui/CardGrid.jsx:143	text-xl sm:text-2xl font-bold font-pixel-dense
src/ui/CardGrid.jsx:144	text-[9px] sm:text-xs font-bold leading-none
src/ui/CardGrid.jsx:147	text-[9px] sm:text-[11px] font-bold leading-none
src/ui/CardGrid.jsx:190	⇕ Grenze offen
src/ui/CardGrid.jsx:281	w-9 shrink-0 text-right leading-tight
src/ui/CardGrid.jsx:284	text-[9px] font-bold font-pixel-dense tabular-nums
src/ui/ChargeBar.jsx:18	Ionisierung
src/ui/ChargeBar.jsx:51	· hält
src/ui/ChargeBar.jsx:52	font-bold tabular-nums
src/ui/ChargeBar.jsx:72	h-full rounded-full transition-all
src/ui/ChargeBar.jsx:110	Voll geladen
src/ui/ChargeBar.jsx:123	Blitz
src/ui/ChargeBar.jsx:131	🌐 Sturm-Sättigung
src/ui/ChargeBar.jsx:132	Sturmgröße
src/ui/ChargeBar.jsx:133	Sturmintensität
src/ui/ChargeBar.jsx:141	font-bold tabular-nums
src/ui/ChargeBar.jsx:160	Volle Ladungsverbräuche diesen Lauf — der Kern-Rhythmus des Sturms.
src/ui/ChargeBar.jsx:160	Entladungen
src/ui/ChargeBar.jsx:161	Gewitterfront
src/ui/ChargeBar.jsx:162	Entladung: dauerhaftes Crit-Multiplikator-Momentum je Entladung.
src/ui/ChargeBar.jsx:162	Entladung
src/ui/ChargeBar.jsx:169	Blitzfrequenz
src/ui/ChargeBar.jsx:170	font-bold tabular-nums
src/ui/ChargeBar.jsx:171	Crit voll — die Leiste zeigt jetzt den Crit-Multiplikator.
src/ui/ChargeBar.jsx:171	Crit-Chance des nächsten Siegs.
src/ui/ChargeBar.jsx:176	h-full rounded-full transition-all
src/ui/ChargeBar.jsx:195	Serienschutz: eine Niederlage mit genug Ladung hielt die Serie (½ Ladung verbraucht).
src/ui/ChargeBar.jsx:212	Ionisierung
src/ui/ChronikOverview.jsx:26	Kraft
src/ui/ChronikOverview.jsx:26	Score
src/ui/ChronikOverview.jsx:26	Crit
src/ui/ChronikOverview.jsx:26	Serie
src/ui/ChronikOverview.jsx:26	Formation
src/ui/ChronikOverview.jsx:26	Joker
src/ui/ChronikOverview.jsx:73	text-xs uppercase tracking-widest
src/ui/ChronikOverview.jsx:73	Chronik
src/ui/ChronikOverview.jsx:74	Kartenübersicht
src/ui/ChronikOverview.jsx:76	Schließen
src/ui/ChronikOverview.jsx:98	⏱ Zeitraffer · gekoppelte Position (20 & 40)
src/ui/ChronikOverview.jsx:125	Anker
src/ui/ChronikOverview.jsx:138	Deck-Stärke je Farbe
src/ui/ChronikOverview.jsx:147	Aktuelle Formationen
src/ui/ChronikOverview.jsx:159	Keine aktiven Formationen mit Multiplikator.
src/ui/ChronikOverview.jsx:167	🏗 Architektenphase
src/ui/ChronikOverview.jsx:188	Formationen & Rahmenfarben
src/ui/Controls.jsx:25	Optionen
src/ui/Controls.jsx:25	⚙ Optionen
src/ui/Controls.jsx:26	Neustart
src/ui/Controls.jsx:27	Beenden
src/ui/CustomizeScreen.jsx:136	Standard
src/ui/CustomizeScreen.jsx:137	Der schlichte Grund-Finisher (immer verfügbar, Standard-Auswahl): Die geschlagene Gegnerkarte fliegt nach dem Stich einfach zur Seite weg — genau wie deine eigene Karte bei einer Niederlage. Beim Sieg wird der Aufdeck-Sound leicht höher gestimmt. Kein Schnitt, kein Prunk.
src/ui/CustomizeScreen.jsx:141	Klinge
src/ui/CustomizeScreen.jsx:146	Laser
src/ui/CustomizeScreen.jsx:147	Ein Laser schießt einmalig aus zufälliger Richtung in die Gegnerkarte — dann verglüht sie organisch: eine zerklüftete Brennkante frisst sich mit glühendem Rand über die Karte, während weiche Glut aufsteigt, Asche fällt und Funken sprühen. In Standard-Feuer oder in der Deckfarbe.
src/ui/CustomizeScreen.jsx:152	Hologrid-Laser
src/ui/CustomizeScreen.jsx:152	fx:hologridSlice
src/ui/CustomizeScreen.jsx:153	Eine Laserlinie fährt achsen-parallel über die geschlagene Gegnerkarte und deckt dabei ein Nahtraster auf. Danach zerfällt die Karte in ein Kachelgitter: die Stücke fliegen mit Rotation weg und prallen vom Boden ab, während das Kartenbild früh verblasst, sodass nur noch der leuchtende Hologrid-Rahmen bleibt. In Standard-Cyan/Magenta oder in der Deckfarbe.
src/ui/CustomizeScreen.jsx:158	Schwarzes Loch
src/ui/CustomizeScreen.jsx:159	Ein persistentes Schwarzes Loch mitten im Feld, das über deine Siegesserie wächst: Jeder Sieg zieht die geschlagene Gegnerkarte spiralförmig in den Ereignishorizont und speist die rotierende Akkretionsscheibe, eine Niederlage lässt das Loch schrumpfen. Ist es groß genug gewachsen und kollabiert, zerreißt eine Supernova das Feld. In Standard blau/pink oder in der Deckfarbe.
src/ui/CustomizeScreen.jsx:167	Standard
src/ui/CustomizeScreen.jsx:168	Gottgleicher Sieg OHNE Prunk-Effekt — die Basis zum Vergleichen (Standard-Auswahl, kein Kauf).
src/ui/CustomizeScreen.jsx:173	Skill-Effekt
src/ui/CustomizeScreen.jsx:174	Die vier Archetyp-Effekte (Feuer · Blitz · Eis · Pflanze) — immer aktiv. Wähle die Farbe: feste Neon-Standardfarbe oder die Farbe deines aktiven Decks.
src/ui/CustomizeScreen.jsx:184	Karten
src/ui/CustomizeScreen.jsx:184	Skill immer an · eine Animation
src/ui/CustomizeScreen.jsx:185	Stich
src/ui/CustomizeScreen.jsx:185	nur einer aktiv
src/ui/CustomizeScreen.jsx:186	Hintergrund
src/ui/CustomizeScreen.jsx:186	einer aktiv · Leuchten frei
src/ui/CustomizeScreen.jsx:187	Score
src/ui/CustomizeScreen.jsx:187	nur einer aktiv
src/ui/CustomizeScreen.jsx:191	Kein Effekt
src/ui/CustomizeScreen.jsx:192	Kein Hintergrund-Effekt — nur das Battlefield-Bild (immer verfügbar). Leuchten kann zusätzlich aktiv bleiben.
src/ui/CustomizeScreen.jsx:196	Keine Animation
src/ui/CustomizeScreen.jsx:197	Keine Karten-Animation — die Karten bleiben schlicht. Anwählen schaltet alle Karten-Animationen ab (immer verfügbar).
src/ui/CustomizeScreen.jsx:249	(Gratis-Default, Wegflug) und „klinge
src/ui/CustomizeScreen.jsx:250	(Abwählen des aktiven) fällt auf den Gratis-Standard zurück (es gibt keinen „gar kein Finisher
src/ui/CustomizeScreen.jsx:251	gilt nur, wenn Klinge auch im Besitz ist — sonst zurück auf „standard
src/ui/CustomizeScreen.jsx:277	-Gruppe: gottFlags(key) schreibt alle Prunk-Optionen in einem Rutsch (genau eine true, „gottStandard
src/ui/CustomizeScreen.jsx:552	Gottgleich
src/ui/CustomizeScreen.jsx:554	ws-gott-word 1.5s ease-out both
src/ui/CustomizeScreen.jsx:652	Feuer
src/ui/CustomizeScreen.jsx:653	Blitz
src/ui/CustomizeScreen.jsx:654	Eis
src/ui/CustomizeScreen.jsx:655	Pflanze
src/ui/CustomizeScreen.jsx:686	Eis
src/ui/CustomizeScreen.jsx:687	Ronin
src/ui/CustomizeScreen.jsx:688	Schwarzes Loch
src/ui/CustomizeScreen.jsx:689	Laternenfest
src/ui/CustomizeScreen.jsx:690	Scarab
src/ui/CustomizeScreen.jsx:699	(Referenz), dann „mit
src/ui/CustomizeScreen.jsx:721	· mit Deck-Glow
src/ui/CustomizeScreen.jsx:766	Schwach
src/ui/CustomizeScreen.jsx:766	Stark
src/ui/CustomizeScreen.jsx:766	Brutal
src/ui/CustomizeScreen.jsx:766	Irre
src/ui/CustomizeScreen.jsx:766	Gottgleich
src/ui/CustomizeScreen.jsx:809	Stark
src/ui/CustomizeScreen.jsx:809	Brutal
src/ui/CustomizeScreen.jsx:809	Irre
src/ui/CustomizeScreen.jsx:850	ws-gott-word 1.6s ease-out both
src/ui/CustomizeScreen.jsx:909	Kein Battlefield
src/ui/CustomizeScreen.jsx:976	Deck-Werkstatt
src/ui/CustomizeScreen.jsx:981	text-lg font-extrabold tabular-nums
src/ui/CustomizeScreen.jsx:982	text-[10px] font-bold tracking-wider
src/ui/CustomizeScreen.jsx:984	Schließen
src/ui/CustomizeScreen.jsx:990	Packs
src/ui/CustomizeScreen.jsx:990	Challenges
src/ui/CustomizeScreen.jsx:990	Effekte
src/ui/CustomizeScreen.jsx:1027	Alle
src/ui/CustomizeScreen.jsx:1027	Frei
src/ui/CustomizeScreen.jsx:1027	Gesperrt
src/ui/CustomizeScreen.jsx:1027	Besitz
src/ui/CustomizeScreen.jsx:1027	Kaufbar
src/ui/CustomizeScreen.jsx:1058	tippen → Details
src/ui/CustomizeScreen.jsx:1070	text-[12px] font-extrabold truncate block
src/ui/CustomizeScreen.jsx:1071	text-[10px] truncate block
src/ui/CustomizeScreen.jsx:1079	Nichts in dieser Ansicht.
src/ui/CustomizeScreen.jsx:1082	text-[11px] mt-4 leading-snug pt-3
src/ui/CustomizeScreen.jsx:1084	Ein
src/ui/CustomizeScreen.jsx:1084	Challenge-Deck
src/ui/CustomizeScreen.jsx:1084	wird über eine Herausforderung
src/ui/CustomizeScreen.jsx:1085	Ein
src/ui/CustomizeScreen.jsx:1085	Pack
src/ui/CustomizeScreen.jsx:1085	Kaufen aktiviert das Pack direkt
src/ui/CustomizeScreen.jsx:1095	Karte hinten
src/ui/CustomizeScreen.jsx:1095	Karte vorne
src/ui/CustomizeScreen.jsx:1095	Hintergrund
src/ui/CustomizeScreen.jsx:1096	Karte hinten
src/ui/CustomizeScreen.jsx:1096	Karte vorne
src/ui/CustomizeScreen.jsx:1110	45) onStep(dx
src/ui/CustomizeScreen.jsx:1114	text-[15px] font-extrabold truncate
src/ui/CustomizeScreen.jsx:1115	Schließen
src/ui/CustomizeScreen.jsx:1138	rounded-full transition-all
src/ui/CustomizeScreen.jsx:1143	Aktiv ✓
src/ui/CustomizeScreen.jsx:1145	w-full rounded-xl font-extrabold text-[13px] py-3
src/ui/CustomizeScreen.jsx:1146	Aktivieren
src/ui/CustomizeScreen.jsx:1152	(zu wenig DP)
src/ui/CustomizeScreen.jsx:1173	Karten
src/ui/CustomizeScreen.jsx:1173	Stich
src/ui/CustomizeScreen.jsx:1173	Hintergrund
src/ui/CustomizeScreen.jsx:1173	Score
src/ui/CustomizeScreen.jsx:1177	Dauerhafter Neon-Rand in der Deckfarbe.
src/ui/CustomizeScreen.jsx:1178	Prismatisches Lichtband, tilt-reaktiv.
src/ui/CustomizeScreen.jsx:1179	Cyberpunk-Glitch mit gelegentlichen Bursts.
src/ui/CustomizeScreen.jsx:1181	Plasma-See am unteren Rand — starke Ansagen drücken das Wasser mittig ein, es steigt an den Rändern hoch.
src/ui/CustomizeScreen.jsx:1182	Konturen des Battlefields glühen — frei mit allen anderen Effekten kombinierbar.
src/ui/CustomizeScreen.jsx:1183	Neon-Würfelfeld — reagiert auf die Musik.
src/ui/CustomizeScreen.jsx:1184	Sternschnuppe je Stich — größer mit dem Score.
src/ui/CustomizeScreen.jsx:1185	Klingenschnitt — skaliert mit der Siegesserie.
src/ui/CustomizeScreen.jsx:1187	Schwarzes Loch saugt die Gegnerkarte ein.
src/ui/CustomizeScreen.jsx:1188	Outrun-Sonne — feuert beim gottgleichen Sieg.
src/ui/CustomizeScreen.jsx:1189	Laser fächern auf — gottgleicher Sieg.
src/ui/CustomizeScreen.jsx:1190	Prismatische Schockwellen — gottgleicher Sieg.
src/ui/CustomizeScreen.jsx:1191	Holowürfel zerspringt — gottgleicher Sieg.
src/ui/CustomizeScreen.jsx:1192	Kollaps → Detonation → Tunnel — gottgleicher Sieg.
src/ui/CustomizeScreen.jsx:1195	Alle Karten-Animationen aus.
src/ui/CustomizeScreen.jsx:1195	Kein Hintergrund-Effekt (Leuchten bleibt möglich).
src/ui/CustomizeScreen.jsx:1196	Feuer · Blitz · Eis · Pflanze — immer aktiv, nur Farbwahl (Standard/Deckfarbe).
src/ui/CustomizeScreen.jsx:1197	Verliererkarte fliegt einfach zur Seite weg.
src/ui/CustomizeScreen.jsx:1198	Gottgleicher Sieg ohne Prunk-Effekt.
src/ui/CustomizeScreen.jsx:1203	nur bei Besitz aktiv, sonst „standard
src/ui/CustomizeScreen.jsx:1272	normal-case tracking-normal font-semibold text-[10px]
src/ui/CustomizeScreen.jsx:1286	text-[11px] mt-4 leading-snug pt-3
src/ui/CustomizeScreen.jsx:1287	wählen / an-aus
src/ui/CustomizeScreen.jsx:1287	Doppeltippen
src/ui/CustomizeScreen.jsx:1312	w-full rounded-xl font-extrabold text-[12.5px] py-2.5
