"id","category","de","en","context","limit","status","note"
"ability.SK_FIRE_09.desc","ability","Große Vorsprünge geben mehr Feuer-Score: ×1,5 ab 8, ×2 ab 12 Wertvorsprung.","","Skill-Beschreibung (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_09.name","ability","Verbrennung","","Skill-Name (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_10.desc","ability","Siege in Folge speichern Feuer-Score. Ein Sieg mit ≥8 Vorsprung entlädt ihn voll, eine Niederlage zur Hälfte.","","Skill-Beschreibung (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_10.name","ability","Funkenflug","","Skill-Name (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_11.desc","ability","Ab 80 % Hitze verbrennt der nächste Sieg deine ganze Hitze für +12 Score je Hitzepunkt (voll ≈ +1.200).","","Skill-Beschreibung (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_11.name","ability","Flächenbrand","","Skill-Name (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_12.desc","ability","Vor jedem Stich −10 % Hitze für +5 Score je verbrauchtem Hitzepunkt (≈ +50).","","Skill-Beschreibung (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_12.name","ability","Schmelzpunkt","","Skill-Name (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_13.desc","ability","Jeder Sieg brandmarkt eine Gegnerkarte (−1 Wert) und gibt +1 Asche.","","Skill-Beschreibung (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_13.name","ability","Brandmal","","Skill-Name (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_14.desc","ability","Brandmarken greifen auf eine Nachbarkarte über (−1 Wert) und geben +1 Asche.","","Skill-Beschreibung (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_14.name","ability","Lauffeuer","","Skill-Name (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_15.desc","ability","Am Ende jedes Durchlaufs: solange du ≥5 Asche hast, erhält jeweils deine niedrigste Karte dauerhaft +2 Kartenwert (mehrfach hintereinander, wandert über die tiefen Karten).","","Skill-Beschreibung (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_15.name","ability","Ascheschmiede","","Skill-Name (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_16.desc","ability","Geschmiedete Karten geben bei Sieg +12 Score je geschmiedetem Wert.","","Skill-Beschreibung (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_16.name","ability","Glutstahl","","Skill-Name (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_17.desc","ability","Ab 50 % Hitze brennen Brände stärker (−1 Wert, +1 Asche) und Schmieden kostet 1 Asche weniger.","","Skill-Beschreibung (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_17.name","ability","Schmelzofen","","Skill-Name (Feuer) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_L01.desc","ability","Beendest du einen Durchlauf mit hoher Hitze, brennt sie sich dauerhaft in deine tiefen Karten (+Kartenwert bis zum Deckel) — dein Deck wird über den Run heiß & stark. Halte-Motor.","","Skill-Beschreibung (Feuer, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_L01.name","ability","Sonnenkern","","Skill-Name (Feuer, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_L02.desc","ability","Niederlagen nehmen dir keine Hitze — sie GEBEN welche (je Rückstandspunkt). Aus jeder Niederlage steigst du heißer auf; zusätzlich entzündet verbrauchte Hitze 1×/Durchlauf neu.","","Skill-Beschreibung (Feuer, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_L02.name","ability","Phönixfeuer","","Skill-Name (Feuer, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_L03.desc","ability","Dein gesamter Sieg-Score wächst dauerhaft mit der HÖCHSTEN Hitze, die du je gehalten hast (Peak 100 → bis ×2). Treib die Hitze hoch, dann bleibt der Zorn.","","Skill-Beschreibung (Feuer, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_L03.name","ability","Sonnenzorn","","Skill-Name (Feuer, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_L04.desc","ability","Schmiedet selbst (ohne Asche) deine tiefsten Karten und gibt geschmiedeten Karten einen Kampf-Bonus — sie schlagen über ihrem Gewicht. Jeder Sieg zahlt eine Damast-Dividende je Schmiedewert. Asche verfällt nie.","","Skill-Beschreibung (Feuer, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_FIRE_L04.name","ability","Damaststahl","","Skill-Name (Feuer, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_01.desc","ability","Friert beim Aktivieren +2 weitere eigene Karten ein — mehr Anker, mehr Meißel, mehr Bank.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_01.name","ability","Frostgriff","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_02.desc","ability","Du wählst selbst, welche eigenen Karten einfrieren, statt sie dem Zufall zu überlassen — Architektur schon beim Einfrieren.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_02.name","ability","Frostwahl","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_03.desc","ability","Jede Frostkarte bekommt einen zweiten kostenlosen Frosttausch; ungenutzte banken Schicht-Fortschritt.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_03.name","ability","Gleitfrost","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_04.desc","ability","Schafft ein Frosttausch am neuen Platz eine neue Formation, lagert die versetzte Karte sofort eine Schicht ab — meißeln zahlt permanent.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_04.name","ability","Gletscherschub","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_05.desc","ability","Bringt ein Frosttausch eine Frostkarte in eine zweite Formation (Überlappung), gibt es eine Bonus-Schicht.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_05.name","ability","Verzahnung","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_06.desc","ability","Nach einem Frosttausch erhalten die versetzte Karte und ihr neuer Nachbar diesen Durchlauf +3 Stichwert, damit die frische Platzierung greift.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_06.name","ability","Kaltfront","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_07.desc","ability","Verliert eine Frostkarte, bankt sie trotzdem Schicht-Fortschritt — der Gletscher wächst auch in der Niederlage.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_07.name","ability","Kältereserve","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_08.desc","ability","Siegt eine Frostkarte in einer Formation wie im Vordurchlauf, lagert sie eine zusätzliche Schicht ab. Belohnt stehende Struktur.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_08.name","ability","Beständigkeit","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_09.desc","ability","Nicht eingelöste Frosttausche banken doppelten Fortschritt — Geduld verdichtet Schnee zu Gletschereis.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_09.name","ability","Verdichtung","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_10.desc","ability","Je tiefer die Schichten einer Frostkarte, desto höher ihr Formationsfaktor — tiefe Pfeiler scoren groß.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_10.name","ability","Eisdruck","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_11.desc","ability","Übersteigt die Summe aller Schichten eine Schwelle, erhalten alle Frostkarten einen Stichwert-Bonus. Belohnt breiten Aufbau.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_11.name","ability","Kristalline Masse","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_12.desc","ability","Eine Frostkarte wirkt als Joker für Formationen (±1 Wert-Flex) — verdient, nicht gratis wie ein Perk.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_12.name","ability","Kristallform","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_13.desc","ability","Eine Frostkarte am Segmentrand verbindet die Formation ins nächste Segment.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_13.name","ability","Frostbrücke","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_14.desc","ability","Eine Frostkarte kann als Anker stehen (×1,25) und lagert dabei garantiert eine Schicht ab — auch ohne volle Formation.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_14.name","ability","Eisanker","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_15.desc","ability","Siegt eine Frostkarte in ≥1 Formation, gibt es +200 Flat-Score — bewusst flach, stützt das schwache frühe Spiel.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_15.name","ability","Stillstand","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_16.desc","ability","Siegt eine Frostkarte in ≥2 Formationen, banken ihre direkten (gefrorenen) Nachbarn Schicht-Fortschritt.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_16.name","ability","Eisblüte","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_17.desc","ability","Steht eine Frostkarte an der Kreuzung von ≥3 Formationen, lagert sie mehrere Schichten auf einmal ab — das Meisterstück.","","Skill-Beschreibung (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_17.name","ability","Verschränkung","","Skill-Name (Eis) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_L01.desc","ability","Jede Ablage lagert +2 zusätzliche Schichten ab (der Motor der Permanenz). Je mehr Schichten du über alle Frostkarten anhäufst, desto mehr Punkte zahlt jeder Frost-Sieg direkt — Breite wird zu Score.","","Skill-Beschreibung (Eis, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_L01.name","ability","Permafrost","","Skill-Name (Eis, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_L02.desc","ability","Je tiefer der Stapel, desto mehr gibt jede Schicht (superlinear). Dein TIEFSTER Pfeiler zahlt bei jedem Frost-Sieg direkt Punkte — je tiefer der eine Pfeiler, desto überproportional mehr (der Schneeball).","","Skill-Beschreibung (Eis, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_L02.name","ability","Gletscher","","Skill-Name (Eis, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_L03.desc","ability","Frostkarten frieren Gegnerkarten proportional zu ihren Schichten ein (−Wert). Je mehr Gegner-Eis aktiv ist, desto mehr Punkte zahlt jeder Frost-Sieg direkt — die Sperre wird zu Score.","","Skill-Beschreibung (Eis, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_L03.name","ability","Vergletscherung","","Skill-Name (Eis, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_L04.desc","ability","Schaltet vertikale Formationen frei: Frostkarten in derselben Spalte (pos%5) bilden Formationen quer über Segmente.","","Skill-Beschreibung (Eis, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_ICE_L04.name","ability","Architekt","","Skill-Name (Eis, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_01.desc","ability","Jeder Crit erzeugt +1 Ladung. Der zuverlässige Crit-Generator.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_01.name","ability","Blitzableiter","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_02.desc","ability","Bei voller Ladung 2 ungespielte Karten ionisieren, dann Ladung verbrauchen. Die Ionis.-Saat.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_02.name","ability","Ionisierung","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_03.desc","ability","Wenn Karten ionisiert werden, werden zusätzliche Karten ionisiert (Breite).","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_03.name","ability","Kettenblitz","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_04.desc","ability","Ein Crit auf oder direkt neben einer ionisierten Karte erzeugt zusätzliche Ladung. Crit×Ionis.-Brücke.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_04.name","ability","Überspannung","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_05.desc","ability","Nach jedem vollen Verbrauch bleibt ein Ladungsboden erhalten.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_05.name","ability","Reststrom","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_06.desc","ability","Jeder Ladungsverbrauch gibt dauerhaft +Crit-Chance (bis Cap) und Score-Drip auf die nächsten Siege.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_06.name","ability","Gewitterfront","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_07.desc","ability","Bei voller Ladung wird deine Serie geschützt — die nächste Niederlage setzt sie nicht zurück. Die Ladung wird sofort verbraucht.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_07.name","ability","Geladene Serie","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_08.desc","ability","Jeder Sieg ohne Crit erzeugt +1 Ladung — hält den Sturm am Bauen, auch wenn die Crits kalt bleiben.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_08.name","ability","Statische Aufladung","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_09.desc","ability","Eine volle Karte (5) entlädt beim Sieg alle Stapel → +Ladung-Burst, Karte auf 0 zurück. Zyklus statt Sättigung.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_09.name","ability","Kurzschluss","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_10.desc","ability","Nach vollem Verbrauch bekommt der nächste Crit +1,0× Crit-Multiplikator.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_10.name","ability","Entladung","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_11.desc","ability","Eine volle Karte (5) wird statt weiter ionisiert zu +2 Stichwert und +1 Ladung. Die volle Karte als Dauer-Score-Motor.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_11.name","ability","Blitzfänger","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_12.desc","ability","Gewinnt eine ionisierte Karte, springt ein Stapel auf ihren Nachfolger (Tiefe). Volle (5) Karten werden übersprungen.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_12.name","ability","Spannungsbogen","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_13.desc","ability","Jeder Sieg ohne Crit erhöht die Crit-Chance des nächsten Siegs; ein Crit entlädt & resettet. Dürre spart sich auf.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_13.name","ability","Spannungsstau","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_14.desc","ability","Crit-Chance-Überschuss über 100 % wird in Ladung umgewandelt. Belohnt All-in auf Crit-Chance.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_14.name","ability","Überschlag","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_15.desc","ability","Ein Crit ionisiert die gewonnene Karte — schließt die Selbstspeisung (Crit → Ionis. → ionis. Sieg → …).","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_15.name","ability","Blitzschlag","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_16.desc","ability","Jeder Sieg in Folge gibt Ladung, skaliert mit der Serienlänge — die Serie speist den Akku.","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_16.name","ability","Dauerstrom","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_17.desc","ability","Bei Serienschwellen ionisiert es Karten — die Serie zündet Ionisierung (Schwellen-Burst).","","Skill-Beschreibung (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_17.name","ability","Wetterleuchten","","Skill-Name (Blitz) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_L01.desc","ability","Maximale Ladung 10 → 15, dafür dauerhaft +1,0× Crit-Multiplikator. Konsumenten lösen erst bei 15 aus.","","Skill-Beschreibung (Blitz, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_L01.name","ability","Donnergott","","Skill-Name (Blitz, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_L02.desc","ability","Bei vollem Ladungsverbrauch feuert der Konsument mehrfach. Und je mehr Ladung im Feld steht (Σ Ionisierungsstapel), desto mehr Punkte zahlt jeder Sieg mit ionisierter Karte direkt — der endlose Sturm entlädt sich ins Feld.","","Skill-Beschreibung (Blitz, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_L02.name","ability","Doppelentladung","","Skill-Name (Blitz, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_L03.desc","ability","Gewinnt eine ionisierte Karte, springen ihre Stapel auf alle ungespielten Nachbarn (statt nur einen). Und je breiter das ionisierte Feld (mehr ionisierte Karten), desto mehr Punkte zahlt jeder Sieg mit ionisierter Karte direkt — die Sturmzelle wird zu Score.","","Skill-Beschreibung (Blitz, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_L03.name","ability","Flächenionisation","","Skill-Name (Blitz, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_L04.desc","ability","Gewinnt eine Karte mit voller Ionisierung (5) und Crit, gibt sie dauerhaft +0,25× Crit-Multiplikator. Harte Doppelbedingung.","","Skill-Beschreibung (Blitz, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_LIGHTNING_L04.name","ability","Durchschlag","","Skill-Name (Blitz, legendär) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_01.desc","ability","Grüne Karten wachsen bei Sieg permanenten Kartenwert an (+1 je 4 Wachstum, bis Kartenwert 11). Der Wert-Motor.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_01.name","ability","Wurzelschlag","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_02.desc","ability","Jeder Sieg einer grünen Karte gibt zusätzlich Flat-Score (Wurzeln-Score). Schaltet den Score-Ertrag reifer Pflanzen frei.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_02.name","ability","Wurzeltiefe","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_03.desc","ability","Verstärker: Wurzeln-Score ×2, wenn die grüne Karte in einer Formation gewinnt.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_03.name","ability","Pfahlwurzel","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_04.desc","ability","Verstärker: Je 10 Wachstum einer Karte dauerhaft +Wurzeln-Score — nur für diese Karte. Alte Pflanzen zahlen am meisten.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_04.name","ability","Jahresringe","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_05.desc","ability","Gewinnt eine grüne Karte, sät sie beide Nachbarn: +1 Wachstum je Seite. Der Breiten-Motor.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_05.name","ability","Aussaat","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_06.desc","ability","Verstärker: Aussaat überspringt schon grüne Karten und sät die nächste noch-graue dahinter.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_06.name","ability","Flugsamen","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_07.desc","ability","Die niedrigste Karte je Segment startet den Lauf mit +3 Wachstum Vorsprung. Anschub für schwache Setzlinge.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_07.name","ability","Setzlingsbeet","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_08.desc","ability","Unreife (graue) Karten wachsen auch bei Niederlage +1 — bis sie grün sind. Der Garten wächst durch Widrigkeit.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_08.name","ability","Zäher Halm","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_09.desc","ability","Gewinnt eine grüne Karte, färbt sie einen noch-grauen Nachbarn sofort grün. Baut den Farbblock aktiv auf.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_09.name","ability","Ranken","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_10.desc","ability","Gewinnt eine grüne Karte, deren Nachbarn schon grün sind, blüht sie: +Score je grüner Karte im Segment.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_10.name","ability","Blüte","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_11.desc","ability","Verstärker: Blüte-Score ×2, wenn die Karte in einer Formation gewinnt.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_11.name","ability","Blütezeit","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_12.desc","ability","Grüne Karten in einer Formation geben zusätzlich ×1,08 Score. Der Grün-Formations-Multiplikator.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_12.name","ability","Photosynthese","","Skill-Name (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
"ability.SK_PLANT_13.desc","ability","In einem grünen Farbblock ab 4 Karten gibt jede grüne Karte bei Sieg zusätzlich +Score je Karte im Block.","","Skill-Beschreibung (Pflanze) — Skill-Auswahl/Detailkarte","","new",""
